"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 12 11:26:19 GMT 2024","Fri Apr 12 11:26:19 GMT 2024","69","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectCreatedForSpecialSymbolsInNameTest","projectCreatedForSpecialSymbolsInNameTest",""
"broken","Fri Apr 12 11:26:24 GMT 2024","Fri Apr 12 11:26:24 GMT 2024","66","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedFor4000SymbolsInNameTest","buildConfigurationCreatedFor4000SymbolsInNameTest",""
"broken","Fri Apr 12 11:26:28 GMT 2024","Fri Apr 12 11:26:28 GMT 2024","36","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationIsNotCreatedForEmptyIdTest","buildConfigurationIsNotCreatedForEmptyIdTest",""
"broken","Fri Apr 12 11:26:20 GMT 2024","Fri Apr 12 11:26:20 GMT 2024","70","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForEmptyIdTest","projectIsNotCreatedForEmptyIdTest",""
"failed","Fri Apr 12 11:26:22 GMT 2024","Fri Apr 12 11:26:22 GMT 2024","131","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForUnauthorizedUserTest","projectIsNotCreatedForUnauthorizedUserTest",""
"broken","Fri Apr 12 11:26:33 GMT 2024","Fri Apr 12 11:26:33 GMT 2024","1","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","afterTest","afterTest",""
"broken","Fri Apr 12 11:26:26 GMT 2024","Fri Apr 12 11:26:26 GMT 2024","75","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedForStandardPositiveCaseTest","buildConfigurationCreatedForStandardPositiveCaseTest",""
"broken","Fri Apr 12 11:26:29 GMT 2024","Fri Apr 12 11:26:29 GMT 2024","33","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"broken","Fri Apr 12 11:26:28 GMT 2024","Fri Apr 12 11:26:28 GMT 2024","52","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationIsNotCreatedForEmptyNameTest","buildConfigurationIsNotCreatedForEmptyNameTest",""
"passed","Fri Apr 12 11:23:39 GMT 2024","Fri Apr 12 11:24:33 GMT 2024","54353","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"broken","Fri Apr 12 11:26:25 GMT 2024","Fri Apr 12 11:26:25 GMT 2024","93","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedForSpecialSymbolsInNameTest","buildConfigurationCreatedForSpecialSymbolsInNameTest",""
"broken","Fri Apr 12 11:26:21 GMT 2024","Fri Apr 12 11:26:21 GMT 2024","77","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForInvalidParentIdTest","projectIsNotCreatedForInvalidParentIdTest",""
