"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 19 07:46:41 GMT 2024","Fri Apr 19 07:46:56 GMT 2024","14902","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldBeAbleCreateBuildConfig","authorizedUserShouldBeAbleCreateBuildConfig",""
"passed","Fri Apr 19 07:45:51 GMT 2024","Fri Apr 19 07:45:51 GMT 2024","135","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForEmptyNameTest","projectIsNotCreatedForEmptyNameTest",""
"passed","Fri Apr 19 07:45:52 GMT 2024","Fri Apr 19 07:45:52 GMT 2024","236","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForTheSameIdTest","projectIsNotCreatedForTheSameIdTest",""
"passed","Fri Apr 19 07:46:03 GMT 2024","Fri Apr 19 07:46:41 GMT 2024","37781","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"passed","Fri Apr 19 07:45:54 GMT 2024","Fri Apr 19 07:45:55 GMT 2024","686","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedFor4000SymbolsInNameTest","buildConfigurationCreatedFor4000SymbolsInNameTest",""
"passed","Fri Apr 19 07:45:59 GMT 2024","Fri Apr 19 07:45:59 GMT 2024","153","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationIsNotCreatedForEmptyNameTest","buildConfigurationIsNotCreatedForEmptyNameTest",""
"broken","Fri Apr 19 07:46:41 GMT 2024","Fri Apr 19 07:46:41 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","afterTest","afterTest",""
"skipped","Fri Apr 19 07:46:56 GMT 2024","Fri Apr 19 07:46:56 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","buildConfigurationIsNotCreatedForInvalidBuildTypeName","buildConfigurationIsNotCreatedForInvalidBuildTypeName",""
"passed","Fri Apr 19 07:45:57 GMT 2024","Fri Apr 19 07:45:57 GMT 2024","174","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedForUkrainianPolandEncodingInNameTest","buildConfigurationCreatedForUkrainianPolandEncodingInNameTest",""
"passed","Fri Apr 19 07:45:58 GMT 2024","Fri Apr 19 07:45:58 GMT 2024","156","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationIsNotCreatedForEmptyIdTest","buildConfigurationIsNotCreatedForEmptyIdTest",""
"passed","Fri Apr 19 07:45:56 GMT 2024","Fri Apr 19 07:45:57 GMT 2024","266","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigurationCreatedForStandardPositiveCaseTest","buildConfigurationCreatedForStandardPositiveCaseTest",""
"passed","Fri Apr 19 07:45:50 GMT 2024","Fri Apr 19 07:45:50 GMT 2024","211","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIsNotCreatedForEmptyIdTest","projectIsNotCreatedForEmptyIdTest",""
"passed","Fri Apr 19 07:45:53 GMT 2024","Fri Apr 19 07:45:53 GMT 2024","217","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigIsNotCreatedForIncorrectRoleTest","buildConfigIsNotCreatedForIncorrectRoleTest",""
